dtstart,dtend,dtstamp,uid,created,description,last-modified,location,sequence,status,summary,transp,attendee
20191016,20191017,20190904T012103Z,CSVConvert22796c94ae03fb03d5f439f77973fdf0,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20191023,20191024,20190904T012103Z,CSVConvert2121e920324b9715035834488b18befd,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190924,20190925,20190904T012103Z,CSVConvert192d3272e27906d828d1d0dab570a776,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20200529,20200530,20190904T012103Z,CSVConvert07c7ad9557565bb286e0248155b01205,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20191212,20191213,20190904T012103Z,CSVConvert008c65386c449ff35b2eaea59ff1bf53,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20200518,20200519,20190904T012103Z,CSVConvertfc45a905c9e87ba9e56ce81d1a09185e,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191120,20191121,20190904T012103Z,CSVConvertd9ac992871c88cd61d44791a4bfe0829,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200212,20200213,20190904T012103Z,CSVConvertd813a40266a66d5237ea93eb7cd4bed1,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200205,20200206,20190904T012103Z,CSVConvertd4bde92e1cdbb5f357a5ac63db069500,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191101,20191102,20190904T012103Z,CSVConvertd2091c0da9c53de2610d0176dc752b8d,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190919,20190920,20190904T012103Z,CSVConvertcc6afe9e6f45b16e964f41c317843063,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200106,20200107,20190904T012103Z,CSVConvertca764f0b04650371819df4c84a1838cf,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200402,20200403,20190904T012103Z,CSVConvertc3044645a39e3d35fa8ad0a21324648c,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191010,20191011,20190904T012103Z,CSVConvertbf6de1b053aedcef69bdf017d930548e,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200220,20200221,20190904T012103Z,CSVConvertbb5cb2d0ac34d1df8e0dd6e93cc8b86a,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200128,20200129,20190904T012103Z,CSVConvertb158eb09f001fc58a7c60c941a1962da,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190905,20190906,20190904T012103Z,CSVConvertab96d35f2c0535e0a53223a3781394ad,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200326,20200327,20190904T012103Z,CSVConvert83d86d59e02707ce2a0d9992a4bce1e1,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191112,20191113,20190904T012103Z,CSVConvert80bcf664f79a4828289531566efd0f2d,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200511,20200512,20190904T012103Z,CSVConvert7aee6a48f7ad7d6c5b092c960615e1c7,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200319,20200320,20190904T012103Z,CSVConvert7adf715c556afd19eb061ac7a6d32132,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200616,20200617,20190904T012103Z,CSVConvert78ff990a4119159f56a773d8941f639b,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200121,20200122,20190904T012103Z,CSVConvert76f9dc8ba1a495024f442256f585a776,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191216,20191217,20190904T012103Z,CSVConvert727df6a4654882f7d3c59afb01eb864a,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191202,20191203,20190904T012103Z,CSVConvert6f7d1e30a6d1ffd4fbff29f5bc1dd297,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200609,20200610,20190904T012103Z,CSVConvert6056cb4d318ebcc5908637208b37920d,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200427,20200428,20190904T012103Z,CSVConvert5fc178b6526b6a663956563b4ff320d7,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191025,20191026,20190904T012103Z,CSVConvert4f588680c98bd9efb8568247877ae4ec,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191209,20191210,20190904T012103Z,CSVConvert3abd23d31a08ded4b6ef43d62ccdedae,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200227,20200228,20190904T012103Z,CSVConvert35da15fe3c53cb353026be9734ae9402,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190912,20190913,20190904T012103Z,CSVConvert30df47df9eedf5b216bcfbc9f07e8926,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190926,20190927,20190904T012103Z,CSVConvert2ec24d1addd2da7d65ee8bdf07c422e2,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200416,20200417,20190904T012103Z,CSVConvert2e48daa69d3458fdd3465b234ed4b2af,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200504,20200505,20190904T012103Z,CSVConvert28d020256adab828231a8ecaab7d4146,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200312,20200313,20190904T012103Z,CSVConvert27031f42443ae640326e5ea9d1224e84,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191018,20191019,20190904T012103Z,CSVConvert1e9eff085f343d82c78a296e8d5c97cf,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200602,20200603,20190904T012103Z,CSVConvert190b8d32e67b0a229061f6e04da1e1d2,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200113,20200114,20190904T012103Z,CSVConvert10e5c7389778e22798be28bbea7ca185,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200305,20200306,20190904T012103Z,CSVConvert0d5ec172c75397fd8f7739bc57fbbdc0,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20200526,20200527,20190904T012103Z,CSVConvert04cb839eb7b6d2aa7add83670b6b1a30,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20191003,20191004,20190904T012103Z,CSVConvert00d3563589e4bcf801864526eb812f63,19000101T120000Z,,20190826T152857Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190305,20190306,20190904T012103Z,CSVConvertfd9c5c8fc457e40401ca4ccb4013db25,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190326,20190327,20190904T012103Z,CSVConvertf12d9747a082f9bcf9c804afe2e534f6,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190523,20190524,20190904T012103Z,CSVConvertdbf30a347104e998e528e0093e3ab4f8,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190502,20190503,20190904T012103Z,CSVConvertdb77bf17bbc83a2b4787596645811186,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190226,20190227,20190904T012103Z,CSVConvertd496db5180ef572e35fcdcda9c597e4a,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190509,20190510,20190904T012103Z,CSVConvertcae507d5dd137f3fc7ec0262c0471e78,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190411,20190412,20190904T012103Z,CSVConvertc4dd369625e0ff4c1cce760aab864564,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190425,20190426,20190904T012103Z,CSVConvertbf301b7a1d43ccea0d61d739d868dc41,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190531,20190601,20190904T012103Z,CSVConverta98a870193658cd3acca65e3cbf7bab6,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190614,20190615,20190904T012103Z,CSVConvert84ba0b2b55a219d33f1a4f9f67ecb2d7,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190402,20190403,20190904T012103Z,CSVConvert82abab2f72fa6566cf683dfe68eafffd,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190607,20190608,20190904T012103Z,CSVConvert773661330770740c063d52b00943a4d5,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190204,20190205,20190904T012103Z,CSVConvert693a6cef25fc1c86e6e6473f0a5fd280,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190516,20190517,20190904T012103Z,CSVConvert655eadd407ed4a6579a620c5a6b6e120,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190312,20190313,20190904T012103Z,CSVConvert5ec8e8c2e2cf2977afbe7114d923add5,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190211,20190212,20190904T012103Z,CSVConvert40b86154d65296aa2723cbec1b02c1b5,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190219,20190220,20190904T012103Z,CSVConvert2cb175070265298eab01c48d0fccab14,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190319,20190320,20190904T012103Z,CSVConvert2c1eba2cac62d7ff8f2ba3ed5639ea7b,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Art, Miles: Gym",OPAQUE,undefined
20190329,20190330,20190904T012103Z,CSVConvertfd23b2540faaf747ca3406d846e94710,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190619,20190620,20190904T012103Z,CSVConvertf0764fe74daefab5e8fceb63d98a38fb,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190222,20190223,20190904T012103Z,CSVConvertd7334d91ee8c1d7d9dbd82c65a53b895,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190430,20190501,20190904T012103Z,CSVConvertd552d699d21900d94f3e030556205705,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190207,20190208,20190904T012103Z,CSVConvert92d5465322b26b907566391e072a3248,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190521,20190522,20190904T012103Z,CSVConvert87631f4782ce58807e6540d306cb5207,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190423,20190424,20190904T012103Z,CSVConvert75fde907f4a3df62a63216d06188fc51,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190322,20190323,20190904T012103Z,CSVConvert715110d3160464687238e7ce1d5fb3ed,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190315,20190316,20190904T012103Z,CSVConvert702e30da6aacc8445912e1146278488f,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190514,20190515,20190904T012103Z,CSVConvert5e7ffcb2b786a38aaf9ae124979c61eb,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190408,20190409,20190904T012103Z,CSVConvert5e7728e5ec4d3a8b27708397318796b9,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190507,20190508,20190904T012103Z,CSVConvert5ba3c73c6201f46939c5862b20b53c2c,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190612,20190613,20190904T012103Z,CSVConvert5acf62c77a25db961c9611c06a61dd91,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190605,20190606,20190904T012103Z,CSVConvert4fd4dec3f93b883a20053a9b059bc02e,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190214,20190215,20190904T012103Z,CSVConvert4e753074543e155f2a38274b993ea2da,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190308,20190309,20190904T012103Z,CSVConvert458a1a0764bd29439253cb2346aba1a3,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190529,20190530,20190904T012103Z,CSVConvert330b3346f1079b519cbc4fc784dc26bc,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190301,20190302,20190904T012103Z,CSVConvert1ba0297bbefce955b93ea1099294489d,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Library, Miles: Art",OPAQUE,undefined
20190205,20190206,20190904T012103Z,CSVConvertff6fc251007c64e2910da3c613da5ba9,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190603,20190604,20190904T012103Z,CSVConvertfca840e7e799fd6699e6202253f859ef,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190327,20190328,20190904T012103Z,CSVConverte0904c8697d3a984ee342eaded5b3d52,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190426,20190427,20190904T012103Z,CSVConvertd9d70625598301577900e8c9b918000c,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190227,20190228,20190904T012103Z,CSVConvertd932d3fc67b79dadd54713b5c1977878,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190524,20190525,20190904T012103Z,CSVConvertce0912b40172491483aa64165a99cca9,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190517,20190518,20190904T012103Z,CSVConvertaaf6027634ea004994a2dd514bd72e0c,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190313,20190314,20190904T012103Z,CSVConvertaa8bbea65a813f34532f119e7e75a7eb,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190403,20190404,20190904T012103Z,CSVConverta5f7a2dbfc3d63b9895454b089788a6c,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190503,20190504,20190904T012103Z,CSVConvert91a018d52dfc2331b3a0aed790bf9fb0,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190610,20190611,20190904T012103Z,CSVConvert5ddd6cd16e8d8364ce9ff473db673882,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190320,20190321,20190904T012103Z,CSVConvert42476a664343379dcc78f1d02f4ec41b,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190617,20190618,20190904T012103Z,CSVConvert3d2292065f6804addc23127996c2f528,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190412,20190413,20190904T012103Z,CSVConvert3bdb9ff79b6e75b07e446240dba3f411,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190212,20190213,20190904T012103Z,CSVConvert2b2083a24d05ee5a18e01a83f3d8c125,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190306,20190307,20190904T012103Z,CSVConvert27464a3b25aab1c4fae633365e929a95,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190220,20190221,20190904T012103Z,CSVConvert17250bea702cc6309387e45916f54b97,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190510,20190511,20190904T012103Z,CSVConvert009d23abc14faaf65ff94592d97521fe,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Music, Miles: Music",OPAQUE,undefined
20190307,20190308,20190904T012103Z,CSVConvertfd4bf524ff0d28f32cddcc6d6b033aa0,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190513,20190514,20190904T012103Z,CSVConvertf5ac81f8f87db96996bba08dc2be3f26,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190321,20190322,20190904T012103Z,CSVConvertf526a9b21a11b8300cf73d13a3a88460,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190429,20190430,20190904T012103Z,CSVConvertf39c045c0775a88b4bbd719a4d078220,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190611,20190612,20190904T012103Z,CSVConvertf004fce89152adb5e15de01ea9af4761,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190604,20190605,20190904T012103Z,CSVConvertd54a1d3c794d4013025a6deb76a9b7d8,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190506,20190507,20190904T012103Z,CSVConvertc4c37de155290076df3405d453b609aa,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190520,20190521,20190904T012103Z,CSVConvertc21f451f6c318f2fbb0d1f7c45f672c2,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190328,20190329,20190904T012103Z,CSVConvert9e3d69c9b997deccdbb5f1475d2f349b,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190528,20190529,20190904T012103Z,CSVConvert8dd19b89eb6a4c9514c265f22e4682ea,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190206,20190207,20190904T012103Z,CSVConvert8af1ee3474ac6621851a63bca7623c64,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190422,20190423,20190904T012103Z,CSVConvert8916b049b1e4a6fc060c0d3304ce44dd,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190618,20190619,20190904T012103Z,CSVConvert857bb0be2403cfcd134c9f1c44a05a17,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190404,20190405,20190904T012103Z,CSVConvert7a343f67ec90797ce2cb99fa12d78657,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190228,20190301,20190904T012103Z,CSVConvert60b76e035ccf98a366b34b444dc742e7,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190221,20190222,20190904T012103Z,CSVConvert3f653c92094f5a277a28317af35d96e5,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190314,20190315,20190904T012103Z,CSVConvert2e9d9b21c4de8d48bd5e061094a0fc1c,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190213,20190214,20190904T012103Z,CSVConvert1a5e7e9bc7f1c856f8b04e3bd930be72,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Library",OPAQUE,undefined
20190215,20190216,20190904T012103Z,CSVConvertfb6f3c2f988e974fb4a21e18c0b909af,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190304,20190305,20190904T012103Z,CSVConvertf608782936f4a119d6533bed9aabefb3,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190401,20190402,20190904T012103Z,CSVConvertac3b35b08bdfc407dd0ad0ee4e34dd8a,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190501,20190502,20190904T012103Z,CSVConvertab078bb2c89accab46f991e17f3aa400,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190606,20190607,20190904T012103Z,CSVConvertaa23afc5b6983d0cabadf5f73aabac01,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190620,20190621,20190904T012103Z,CSVConverta42f20ea9d63ac0b4758c8aae8601be9,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190318,20190319,20190904T012103Z,CSVConverta01e9e1832b35d7b247edad0e5f4b380,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190409,20190410,20190904T012103Z,CSVConvert8f2d7bf61a82cc6fc49910846462c2e7,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190522,20190523,20190904T012103Z,CSVConvert737118773bedc263cf5d3e1dd8925c5e,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190515,20190516,20190904T012103Z,CSVConvert65e248eb2146db7b3747655e0172a8fa,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190424,20190425,20190904T012103Z,CSVConvert6257447dd774a3e18a2bea23b12a4f4f,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190311,20190312,20190904T012103Z,CSVConvert5d13584274b2cd9e5fa79131b9e454a6,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190208,20190209,20190904T012103Z,CSVConvert284c3232690bd8ae3587ef8250d91c87,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190325,20190326,20190904T012103Z,CSVConvert233f12515f5c7761d8262f95964e3f19,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190530,20190531,20190904T012103Z,CSVConvert1409f3bbe954237a994225147197e3a5,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190508,20190509,20190904T012103Z,CSVConvert139c5429816a8ff10db2ab41c1d4ac07,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190225,20190226,20190904T012103Z,CSVConvert0bc306149ddb37cd5dc5da3ec3162a4d,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190613,20190614,20190904T012103Z,CSVConvert083e89fc8233caa060b3231be07c8c48,19000101T120000Z,,20190130T145518Z,,0,CONFIRMED,"Wes: Gym, Miles: Gym",OPAQUE,undefined
20190129,20190130,20190904T012103Z,6t22q8u9tmhol7dqntrblam7r2@google.com,20180815T191734Z,This event has a Google Hangouts video call.\nJoin: https://hangouts.google.com/hangouts/_/cps.edu/mjkosko?hceid=Y3BzLmVkdV84MHBtczVqaW1kbzBqazU1bjlvbms3Mm1uNEBncm91cC5jYWxlbmRhci5nb29nbGUuY29t.6t22q8u9tmhol7dqntrblam7r2&hs=121,20180820T161732Z,,1,CONFIRMED,"Wes: Gym, Miles: Gym",TRANSPARENT,undefined
20190128,20190129,20190904T012103Z,2735koafo0gng2c44t1frb90qu@google.com,20180820T161726Z,This event has a Google Hangouts video call.\nJoin: https://hangouts.google.com/hangouts/_/cps.edu/mjkosko?hceid=Y3BzLmVkdV84MHBtczVqaW1kbzBqazU1bjlvbms3Mm1uNEBncm91cC5jYWxlbmRhci5nb29nbGUuY29t.2735koafo0gng2c44t1frb90qu&hs=121,20180820T161731Z,,2,CONFIRMED,"Wes: Library, Miles: Art",TRANSPARENT,undefined
